Tick PD1 PD2 PD3
2806 016 195 095
2807 021 196 085
2808 027 196 075
2809 034 196 064
2810 042 196 055
2811 053 196 045
2812 066 196 036
2813 080 197 029
2814 097 197 022
2815 115 197 016
2816 135 197 011
2817 154 198 008
2818 171 198 005
2819 185 198 003
2820 196 198 002
2821 196 198 001
2822 196 198 000
2823 197 198 000
2824 196 197 000
2825 196 198 000
2826 196 197 000
2827 196 198 000
2828 197 198 000
2829 196 198 000
2830 196 197 000
2831 196 198 000
2832 186 197 000
2833 177 197 000
2834 166 197 000
2835 155 197 000
2836 144 197 000
2837 135 197 000
2838 127 197 000
2839 121 197 000
2840 116 197 000
2841 112 197 000
2842 109 197 000
2843 107 197 000
2844 105 197 000
2845 104 197 000
2846 104 197 000
2847 103 197 000
2848 103 197 000
2849 102 197 000
2850 102 197 000
2851 102 197 000
2852 102 197 000
2853 102 197 000
2854 103 197 000
2855 105 197 000
2856 108 197 000
2857 113 197 000
2858 121 197 000
2859 132 196 000
2860 146 195 000
2861 160 192 000
2862 175 189 000
2863 187 183 000
2864 196 174 000
2865 196 161 000
2866 196 146 000
2867 196 127 000
2868 196 106 000
2869 196 086 000
2870 196 069 000
2871 196 055 000
2872 192 041 000
2873 181 030 000
2874 170 020 000
2875 157 013 000
2876 143 008 000
2877 130 004 000
2878 119 001 000
2879 111 000 000
2880 105 000 000
2881 101 000 000
2882 098 000 000
2883 097 000 000
2884 096 000 000
2885 096 000 000
2886 096 000 000
2887 096 000 000
2888 097 000 000
2889 098 000 000
2890 100 000 000
2891 102 000 000
2892 106 000 000
2893 109 000 000
2894 114 000 000
2895 120 000 000
2896 126 000 000
2897 134 000 000
2898 141 000 000
2899 149 000 000
2900 156 000 000
2901 162 000 000
2902 168 000 000
2903 174 000 000
2904 180 000 000
2905 185 000 000
2906 191 000 000
2907 196 000 000
2908 196 000 000
2909 196 000 000
2910 196 000 000
2911 196 000 000
2912 196 000 000
2913 196 000 000
2914 196 000 000
2915 197 000 000
2916 196 000 000
2917 197 000 000
2918 189 000 000
2919 178 000 000
2920 165 000 000
2921 151 000 000
2922 136 000 000
2923 124 000 000
2924 114 000 000
2925 107 000 000
2926 102 000 000
2927 099 000 000
2928 098 000 000
2929 097 000 000
2930 097 000 000
2931 096 000 000
2932 096 000 000
2933 097 000 000
2934 097 000 000
2935 099 000 000
2936 101 000 000
2937 104 000 000
2938 108 000 000
2939 113 000 000
2940 119 000 000
2941 126 000 000
2942 133 000 000
2943 140 000 000
2944 148 000 000
2945 157 000 000
2946 166 000 000
2947 176 000 000
2948 184 000 000
2949 193 000 000
2950 196 000 000
2951 196 000 000
2952 196 000 000
2953 196 000 000
2954 196 000 000
2955 196 000 000
2956 197 000 000
2957 196 000 000
2958 196 000 000
2959 196 000 000
2960 186 000 000
2961 173 000 000
2962 159 000 000
2963 144 000 000
2964 130 000 000
2965 119 000 000
2966 111 000 000
2967 105 000 000
2968 101 000 000
2969 099 000 000
2970 098 000 001
2971 097 000 003
2972 097 000 005
2973 097 000 009
2974 098 000 013
2975 099 000 018
2976 100 000 024
2977 103 000 030
2978 108 000 038
2979 113 000 046
2980 119 000 054
2981 127 000 063
2982 136 000 072
2983 146 000 081
2984 156 000 090
2985 165 001 099
2986 173 001 107
2987 181 002 115
2988 188 003 123
2989 195 003 131
2990 197 004 139
2991 197 006 147
2992 197 008 154
2993 197 010 160
2994 197 014 166
2995 197 018 172
2996 197 023 177
2997 197 028 182
2998 197 034 187
2999 197 041 191
3000 197 049 194
3001 197 059 196
3002 197 071 196
3003 196 084 196
3004 187 098 196
3005 176 114 197
3006 163 130 197
3007 148 146 197
3008 134 161 197
3009 122 173 197
3010 113 183 197
3011 106 190 197
3012 101 196 197
3013 099 197 197
3014 098 197 197
3015 098 197 197
3016 098 197 197
3017 099 197 197
3018 101 197 197
3019 104 197 197
3020 109 197 197
3021 115 197 197
3022 124 197 197
3023 134 197 197
3024 147 197 197
3025 159 197 197
3026 171 198 197
3027 182 197 197
3028 191 197 197
3029 197 198 197
3030 197 198 197
3031 197 198 197
3032 197 198 197
3033 197 198 197
3034 197 198 197
3035 197 197 197
3036 197 198 197
3037 197 197 197
3038 197 198 197
3039 197 198 197
3040 197 198 197
3041 197 198 197
3042 197 198 197
3043 193 197 197
3044 185 197 197
3045 176 197 197
3046 166 197 197
3047 156 197 197
3048 146 197 197
3049 136 198 197
3050 127 197 197
3051 119 197 197
3052 112 197 197
3053 107 197 197
3054 104 197 197
3055 102 197 197
3056 101 197 197
3057 101 195 197
3058 101 191 197
3059 101 185 197
3060 102 176 197
3061 105 165 197
3062 111 150 197
3063 119 133 197
3064 132 116 197
3065 148 098 196
3066 164 079 196
3067 178 062 197
3068 191 047 196
3069 197 035 196
3070 197 025 196
3071 197 017 196
3072 197 011 196
3073 197 006 196
3074 197 004 196
3075 197 002 196
3076 197 001 196
3077 197 001 196
3078 197 000 196
3079 194 000 196
3080 184 000 196
3081 172 000 196
3082 160 000 196
3083 148 000 196
3084 138 000 196
3085 128 000 196
3086 121 000 196
3087 115 000 196
3088 111 000 196
3089 108 000 196
3090 106 000 193
3091 106 000 189
3092 105 000 184
3093 105 000 178
3094 105 000 173
3095 105 000 167
3096 105 000 160
3097 106 000 153
3098 106 000 145
3099 107 000 137
3100 110 000 128
3101 113 000 119
3102 117 000 110
3103 122 000 100
3104 128 000 090
3105 136 000 080
3106 145 000 071
3107 155 000 061
3108 166 000 052
3109 176 000 043
3110 186 000 035
3111 196 000 028
3112 196 000 022
3113 196 000 016
3114 197 000 011
3115 196 000 008
3116 196 000 005
3117 197 000 003
3118 196 000 002
3119 196 000 001
3120 197 000 000
3121 197 000 000
3122 194 000 000
3123 183 000 000
3124 171 000 000
3125 158 000 000
3126 147 000 000
3127 136 000 000
3128 128 000 000
3129 121 000 000
3130 116 000 000
3131 113 000 000
3132 112 000 000
3133 111 000 000
3134 110 000 000
3135 110 000 000
3136 110 000 000
3137 110 000 000
3138 110 000 000
3139 111 000 000
3140 112 000 000
3141 115 000 000
3142 120 000 000
3143 128 000 000
3144 137 000 000
3145 147 000 000
3146 156 000 001
3147 164 000 002
3148 168 000 005
3149 168 000 009
3150 164 000 016
3151 157 000 023
3152 148 000 032
3153 138 000 043
3154 129 000 055
3155 120 000 068
3156 111 000 081
3157 102 000 094
3158 092 000 107
3159 080 000 120
3160 067 000 133
3161 054 000 145
3162 041 000 156
3163 029 000 165
3164 020 000 173
3165 013 000 180
3166 007 000 185
3167 004 000 189
3168 003 000 193
3169 002 000 196
3170 001 000 196
3171 001 000 196
3172 001 000 196
3173 001 000 196
3174 001 001 196
3175 002 001 196
3176 004 002 196
3177 007 003 196
3178 011 004 196
3179 017 006 196
3180 024 009 196
3181 034 012 196
3182 043 017 196
3183 054 023 196
3184 065 031 196
3185 075 040 196
3186 084 050 196
3187 092 063 197
3188 098 078 196
3189 103 094 196
3190 106 111 197
3191 108 127 197
3192 108 143 197
3193 107 158 197
3194 105 171 197
3195 101 181 197
3196 095 189 197
3197 085 196 197
3198 074 197 197
3199 060 197 197
3200 045 197 197
3201 032 197 197
3202 021 197 197
3203 013 197 197
3204 009 197 197
3205 007 197 197
3206 009 197 197
3207 014 197 197
3208 020 197 197
3209 029 197 197
3210 039 197 197
3211 051 197 197
3212 065 197 197
3213 080 197 197
3214 095 197 197
3215 111 197 197
3216 127 197 197
3217 144 197 197
3218 160 197 197
3219 174 198 197
3220 186 197 197
3221 196 198 197
3222 197 198 197
3223 197 197 197
3224 197 198 197
3225 197 197 197
3226 197 197 197
3227 197 198 197
3228 197 197 197
3229 197 197 197
3230 197 198 197
3231 197 197 197
3232 197 198 197
3233 197 197 197
3234 195 197 197
3235 183 198 197
3236 170 197 197
3237 157 197 197
3238 145 196 197
3239 134 190 197
3240 127 182 197
3241 121 171 197
3242 118 157 197
3243 117 140 197
3244 116 121 197
3245 116 101 197
3246 116 082 197
3247 117 063 196
3248 120 047 197
3249 126 033 196
3250 134 023 196
3251 146 014 196
3252 161 008 196
3253 177 005 196
3254 191 003 192
3255 197 002 187
3256 197 001 180
3257 197 000 172
3258 197 000 163
3259 197 000 152
3260 197 000 139
3261 197 000 126
3262 197 000 112
3263 197 000 099
3264 197 000 086
3265 195 000 074
3266 185 000 062
3267 174 000 052
3268 161 000 043
3269 150 000 035
3270 139 000 028
3271 131 000 022
3272 124 000 017
3273 120 000 013
3274 116 000 010
3275 114 000 008
3276 113 000 006
3277 112 000 004
3278 112 000 003
3279 112 000 002
3280 112 000 001
3281 112 000 001
3282 112 000 000
3283 113 000 000
3284 114 000 000
3285 118 000 000
3286 124 000 000
3287 132 000 000
3288 143 000 000
3289 156 000 000
3290 171 001 000
3291 186 002 000
3292 196 004 000
3293 196 008 000
3294 196 014 000
3295 196 023 000
3296 196 034 000
3297 196 047 000
3298 196 063 000
3299 196 080 000
3300 197 099 000
3301 196 118 000
3302 188 136 001
3303 175 152 002
3304 161 165 004
3305 148 176 007
3306 137 184 011
3307 130 191 016
3308 124 195 022
3309 120 197 029
3310 118 197 037
3311 117 197 045
3312 116 197 054
3313 116 197 063
3314 116 197 073
3315 116 197 082
3316 117 197 093
3317 117 197 104
3318 118 197 115
3319 121 197 126
3320 126 197 138
3321 134 197 148
3322 144 197 159
3323 155 197 168
3324 166 198 176
3325 175 197 184
3326 181 197 190
3327 182 198 194
3328 177 197 197
3329 169 198 197
3330 158 197 197
3331 147 197 197
3332 135 197 197
3333 123 197 197
3334 110 197 197
3335 097 197 197
3336 082 197 197
3337 066 197 197
3338 050 197 197
3339 035 197 197
3340 023 197 197
3341 014 197 197
3342 008 197 197
3343 004 197 197
3344 002 197 197
3345 001 197 197
3346 000 197 197
3347 000 196 197
3348 000 197 197
3349 000 196 197
3350 001 197 197
3351 003 197 197
3352 007 197 197
3353 013 197 197
3354 022 197 197
3355 032 197 197
3356 043 197 197
3357 056 197 197
3358 069 197 197
3359 081 197 197
3360 091 197 197
3361 098 197 197
3362 104 197 197
3363 108 197 197
3364 111 196 197
3365 112 196 197
3366 113 196 197
3367 113 196 197
3368 111 196 197
3369 108 196 197
3370 104 196 197
3371 098 196 197
3372 090 196 197
3373 079 196 197
3374 067 196 197
3375 054 196 197
3376 041 196 197
3377 028 196 197
3378 019 196 197
3379 012 196 197
3380 007 195 197
3381 006 195 197
3382 007 195 197
3383 010 195 197
3384 016 195 197
3385 024 195 197
3386 035 196 197
3387 048 196 197
3388 066 196 197
3389 088 196 197
3390 110 196 197
3391 133 196 197
3392 156 197 197
3393 176 197 197
3394 193 197 197
3395 197 197 197
3396 197 197 197
3397 197 197 197
3398 197 197 197
3399 197 198 197
3400 197 198 197
3401 197 198 197
3402 197 197 197
3403 197 198 197
3404 197 198 197
3405 197 197 197
3406 197 198 197
3407 186 197 197
3408 174 198 197
3409 163 197 195
3410 152 198 192
3411 143 197 187
3412 135 197 182
3413 129 197 175
3414 125 197 168
3415 122 197 160
3416 121 197 151
3417 120 197 140
3418 119 197 129
3419 119 197 118
3420 118 197 106
3421 119 197 094
3422 119 197 082
3423 120 197 070
3424 124 197 059
3425 130 197 048
3426 139 198 039
3427 151 197 030
3428 166 197 023
3429 182 198 017
3430 196 198 012
3431 196 197 008
3432 196 198 006
3433 196 198 004
3434 197 198 002
3435 196 198 002
3436 196 198 001
3437 197 198 000
3438 196 197 000
3439 196 198 000
3440 196 198 000
3441 179 197 000
3442 158 198 000
3443 134 197 000
3444 110 197 000
3445 087 197 000
3446 066 197 000
3447 048 197 000
3448 034 197 000
3449 024 197 000
3450 016 197 000
3451 010 197 000
3452 006 197 000
3453 004 197 001
3454 003 197 001
3455 003 197 001
3456 003 197 002
3457 004 197 002
3458 007 195 003
3459 012 191 004
3460 018 185 005
3461 026 178 007
3462 036 170 009
3463 048 160 012
3464 059 149 017
3465 072 137 022
3466 083 123 027
3467 092 109 034
3468 101 095 042
3469 107 080 052
3470 112 066 063
3471 115 052 075
3472 117 040 087
3473 117 029 100
3474 116 021 113
3475 113 013 126
3476 108 007 140
3477 101 004 152
3478 090 001 163
3479 077 000 173
3480 062 000 181
3481 047 000 187
3482 033 000 193
3483 021 000 196
3484 013 000 196
3485 007 000 196
3486 004 000 196
3487 002 000 196
3488 001 000 196
3489 001 000 196
3490 001 000 196
3491 001 000 196
3492 002 000 196
3493 005 000 196
3494 009 000 196
3495 016 000 196
3496 024 000 196
3497 035 000 196
3498 048 000 196
3499 064 000 196
3500 082 000 196
3501 101 000 196
3502 119 000 196
3503 136 000 196
3504 152 000 196
3505 166 000 196
3506 179 000 196
3507 190 000 196
3508 197 000 196
3509 197 000 196
3510 197 001 196
3511 197 002 196
3512 197 003 196
3513 197 004 196
3514 192 007 196
3515 182 011 196
3516 170 017 193
3517 157 024 188
3518 146 033 182
3519 137 043 175
3520 129 055 167
3521 124 067 158
3522 119 081 149
3523 117 095 138
3524 115 108 128
3525 115 122 117
3526 114 135 106
3527 113 148 096
3528 113 159 086
3529 113 169 077
3530 113 178 067
3531 114 185 058
3532 116 192 050
3533 119 197 042
3534 124 197 035
3535 131 197 029
3536 139 197 023
3537 151 198 018
3538 163 197 014
3539 177 197 010
3540 191 197 008
3541 196 197 006
3542 196 197 005
3543 196 198 004
3544 196 198 003
3545 197 198 002
3546 196 198 002
3547 196 197 001
3548 196 198 001
3549 196 198 000
3550 196 198 000
3551 196 198 000
3552 195 197 000
3553 184 197 000
3554 172 198 000
3555 159 197 000
3556 147 197 000
3557 136 197 000
3558 128 197 000
3559 121 197 000
3560 115 197 000
3561 111 197 000
3562 109 197 000
3563 108 197 000
3564 107 197 000
3565 106 197 000
3566 106 197 000
3567 106 197 000
3568 107 197 000
3569 108 197 000
3570 111 197 000
3571 116 197 000
3572 122 197 000
3573 132 197 000
3574 143 197 000
3575 156 197 000
3576 171 195 000
3577 184 186 000
3578 196 175 000
3579 196 161 000
3580 196 144 000
3581 196 126 000
3582 196 107 000
3583 197 087 000
3584 196 070 000
3585 196 056 000
3586 196 044 000
3587 197 035 000
3588 196 028 000
3589 189 021 000
3590 179 015 000
3591 169 011 000
3592 158 007 000
3593 148 005 000
3594 139 004 000
3595 131 003 000
3596 125 002 000
3597 120 001 000
3598 116 000 000
3599 113 000 000
3600 111 000 000
3601 109 000 000
3602 109 000 000
3603 109 000 000
3604 108 000 000
3605 108 000 000
3606 108 000 000
3607 109 000 000
3608 110 000 000
3609 113 000 000
3610 118 000 000
3611 125 000 000
3612 135 000 000
3613 148 000 000
3614 162 000 000
3615 177 000 000
3616 191 000 000
3617 196 000 000
3618 196 000 000
3619 196 000 000
3620 196 000 000
3621 196 000 000
3622 196 000 000
3623 196 000 000
3624 196 000 000
3625 185 000 000
3626 167 001 000
3627 147 001 000
3628 125 002 000
3629 103 003 000
3630 082 005 000
3631 064 007 000
3632 048 011 000
3633 036 016 000
3634 026 021 000
3635 019 028 000
3636 013 035 000
3637 010 043 000
3638 007 051 000
3639 005 061 000
3640 004 071 000
3641 003 082 000
3642 003 093 000
3643 002 105 000
3644 002 116 000
3645 003 128 000
3646 004 139 000
3647 007 150 000
3648 011 161 000
3649 018 171 000
3650 027 180 000
3651 039 187 000
3652 051 194 000
3653 065 197 000
3654 079 197 000
3655 091 197 000
3656 101 197 000
3657 107 197 000
3658 112 197 000
3659 115 197 000
3660 116 197 000
3661 115 197 000
3662 112 197 000
3663 107 197 000
3664 100 197 000
3665 090 197 000
3666 078 197 000
3667 064 197 000
3668 050 197 000
3669 037 197 000
3670 026 197 000
3671 018 197 000
3672 011 197 000
3673 007 197 000
3674 004 197 000
3675 002 197 000
3676 001 197 000
3677 001 197 000
3678 000 197 000
3679 000 197 000
3680 000 197 000
3681 001 197 000
3682 001 197 000
3683 002 197 000
3684 004 197 000
3685 007 197 000
3686 012 197 000
3687 018 197 000
3688 026 197 000
3689 037 197 000
3690 048 197 000
3691 061 197 000
3692 074 197 000
3693 086 197 000
3694 097 197 000
3695 105 197 000
3696 110 197 000
3697 114 189 000
3698 115 180 000
3699 115 168 000
3700 113 153 000
3701 109 136 000
3702 104 118 000
3703 096 099 000
3704 085 081 000
3705 073 065 000
3706 059 050 000
3707 046 038 000
3708 034 028 000
3709 023 020 000
3710 015 014 000
3711 009 009 000
3712 005 005 000
3713 003 003 000
3714 002 002 000
3715 001 001 000
3716 001 000 000
3717 000 000 000
3718 000 000 000
3719 001 000 000
3720 001 000 000
3721 003 000 000
3722 005 000 000
3723 008 000 000
3724 012 000 000
3725 017 000 000
3726 024 000 000
3727 032 000 000
3728 041 000 000
3729 051 000 000
3730 061 000 000
3731 072 000 000
3732 081 000 000
3733 091 000 000
3734 100 000 000
3735 106 000 000
3736 111 000 000
3737 115 000 000
3738 117 000 000
3739 118 000 000
3740 117 000 000
3741 114 000 000
3742 110 000 000
3743 104 000 000
3744 095 000 000
3745 084 000 000
3746 073 000 000
3747 060 000 000
3748 047 000 000
3749 036 000 000
3750 026 000 000
3751 019 000 000
3752 013 000 000
3753 010 000 000
3754 009 000 000
3755 011 000 000
3756 013 000 000
3757 016 000 000
3758 020 000 000
3759 025 000 000
3760 031 000 000
3761 038 000 000
3762 045 000 000
3763 053 000 000
3764 062 000 000
3765 072 000 000
3766 084 000 000
3767 096 000 000
3768 110 000 000
3769 124 000 000
3770 139 000 000
3771 154 000 000
3772 168 000 000
3773 181 000 000
3774 192 000 000
3775 196 000 000
3776 196 000 000
3777 196 000 000
3778 196 000 000
3779 196 000 000
3780 196 000 000
3781 196 000 000
3782 197 000 000
3783 196 000 000
3784 197 000 000
3785 188 000 000
3786 177 000 000
3787 164 000 000
3788 151 000 000
3789 140 000 000
3790 130 000 000
3791 121 000 000
3792 115 000 000
3793 110 000 000
3794 107 000 000
3795 105 000 000
3796 104 000 000
3797 103 000 001
3798 102 000 001
3799 102 000 002
3800 102 000 003
3801 102 000 004
3802 102 000 005
3803 102 000 007
3804 104 000 009
3805 106 000 011
3806 108 000 014
3807 112 000 018
3808 116 000 022
3809 122 000 026
3810 130 000 031
3811 139 000 037
3812 148 000 044
3813 159 000 052
3814 169 000 061
3815 179 000 071
3816 189 000 083
3817 197 000 095
3818 197 000 108
3819 197 000 121
3820 197 000 134
3821 197 000 147
3822 197 000 159
3823 197 000 169
3824 197 000 178
3825 197 000 185
3826 193 000 192
3827 182 000 196
3828 170 000 196
3829 156 000 196
3830 142 000 196
3831 129 000 196
3832 118 000 196
3833 110 000 196
3834 105 000 196
3835 101 000 196
3836 099 000 196
3837 097 000 196
3838 097 000 196
3839 096 000 196
3840 096 000 196
3841 097 000 196
3842 097 000 196
3843 099 000 196
3844 101 000 196
3845 105 000 196
3846 109 000 196
3847 115 000 196
3848 122 000 196
3849 130 000 196
3850 138 000 196
3851 147 000 196
3852 156 000 196
3853 165 000 196
3854 172 000 196
3855 180 000 196
3856 186 000 196
3857 191 000 196
3858 196 000 196
3859 197 000 196
3860 197 000 196
3861 197 000 196
3862 197 000 196
3863 197 000 196
3864 197 000 196
3865 197 000 196
3866 197 000 196
3867 197 000 196
3868 197 000 196
3869 197 000 196
3870 196 000 192
3871 187 000 186
3872 176 000 177
3873 163 000 167
3874 149 000 156
3875 135 000 143
3876 123 000 130
3877 114 000 116
3878 106 000 103
3879 101 000 090
3880 099 000 077
3881 097 000 065
3882 097 000 055
3883 096 000 046
3884 096 000 039
3885 097 000 032
3886 098 000 026
3887 100 000 020
3888 104 000 016
3889 109 000 013
3890 115 000 010
3891 123 000 008
3892 131 000 006
3893 140 000 005
3894 149 000 004
3895 158 000 004
3896 167 000 003
3897 175 000 003
3898 183 000 002
3899 190 000 002
3900 196 000 002
3901 196 000 001
3902 196 000 001
3903 196 000 001
3904 196 000 001
3905 197 000 000
3906 196 000 000
3907 196 000 000
3908 196 000 000
3909 196 000 000
3910 197 000 000
3911 197 000 000
3912 196 000 000
3913 192 000 000
3914 181 000 000
3915 167 000 000
3916 152 000 000
3917 138 000 000
3918 125 000 001
3919 115 000 001
3920 107 000 001
3921 102 000 002
3922 099 000 003
3923 098 000 005
3924 097 000 007
3925 097 000 010
3926 097 000 014
3927 097 000 019
3928 099 000 025
3929 101 000 032
3930 105 000 040
3931 111 000 048
3932 118 000 058
3933 126 000 069
3934 136 000 079
3935 147 000 090
3936 157 000 100
3937 167 000 110
3938 177 000 120
3939 185 000 129
3940 193 000 138
3941 197 000 147
3942 197 000 155
3943 197 000 162
3944 197 000 168
3945 197 000 174
3946 197 001 179
3947 197 001 183
3948 197 002 188
3949 197 003 192
3950 197 004 195
3951 197 006 196
3952 197 008 196
3953 197 012 196
3954 197 016 196
3955 197 022 196
3956 192 028 196
3957 183 036 197
3958 174 046 196
3959 163 058 197
3960 151 071 197
3961 139 086 197
3962 127 101 197
3963 117 118 197
3964 109 135 197
3965 104 151 197
3966 100 164 197
3967 099 176 197
3968 098 185 197
3969 098 192 197
3970 098 196 197
3971 099 197 197
3972 101 197 197
3973 106 197 197
3974 112 197 197
3975 121 197 197
3976 131 197 197
3977 142 197 197
3978 154 197 197
3979 167 197 197
3980 180 198 197
3981 190 197 197
3982 197 197 197
3983 197 197 197
3984 197 198 197
3985 197 198 197
3986 197 197 197
3987 197 197 197
3988 197 198 192
3989 197 198 186
3990 197 198 180
3991 197 197 173
3992 197 197 165
3993 197 198 157
3994 197 198 149
3995 196 197 140
3996 190 198 131
3997 182 197 122
3998 174 198 114
3999 165 197 105
4000 155 197 096
4001 146 197 086
4002 137 197 077
4003 129 197 068
4004 122 197 060
4005 115 197 051
4006 110 197 043
4007 106 197 036
4008 103 197 030
4009 101 197 024
4010 101 197 019
4011 100 197 014
4012 100 197 011
4013 100 197 009
4014 101 197 007
4015 104 197 005
4016 108 197 004
4017 116 197 003
4018 126 197 003
4019 140 197 002
4020 156 197 002
4021 172 197 002
4022 186 197 001
4023 196 197 001
4024 196 197 001
4025 196 196 001
4026 196 196 001
4027 196 196 001
4028 196 196 001
4029 197 196 001
4030 197 196 001
4031 196 195 001
4032 196 195 001
4033 195 195 002
4034 185 195 002
4035 174 195 002
4036 162 194 003
4037 150 194 003
4038 139 194 004
4039 130 194 005
4040 122 194 007
4041 116 194 010
4042 112 194 013
4043 108 193 017
4044 106 193 021
4045 105 193 026
4046 105 193 031
4047 104 193 036
4048 104 193 042
4049 104 193 049
4050 104 193 056
4051 105 193 063
4052 105 193 070
4053 106 193 078
4054 106 193 085
4055 108 193 093
4056 110 193 100
4057 113 193 109
4058 117 193 118
4059 122 193 127
4060 129 194 137
4061 138 194 147
4062 149 194 157
4063 161 194 166
4064 173 194 174
4065 185 194 183
4066 197 194 190
4067 197 194 196
4068 197 194 197
4069 197 194 197
4070 197 194 197
4071 197 194 197
4072 197 194 197
4073 197 194 197
4074 197 194 197
4075 197 194 197
4076 191 194 197
4077 178 195 197
4078 164 195 197
4079 150 195 197
4080 138 195 197
4081 128 196 197
4082 121 195 197
4083 116 195 197
4084 113 195 197
4085 112 196 197
4086 111 196 197
4087 111 196 197
4088 110 196 197
4089 110 196 197
4090 111 196 197
4091 111 196 197
4092 112 197 197
4093 114 197 197
4094 116 197 197
4095 120 197 197
4096 124 197 197
4097 130 197 197
4098 137 197 197
4099 145 197 197
4100 152 198 197
4101 158 197 197
4102 164 198 197
4103 168 197 197
4104 170 198 197
4105 169 197 191
4106 165 197 184
4107 159 197 175
4108 151 197 165
4109 142 197 153
4110 133 197 140
4111 125 197 125
4112 116 197 110
4113 107 197 096
4114 097 197 082
4115 086 197 069
4116 072 197 057
4117 058 197 046
4118 043 197 037
4119 030 197 029
4120 020 197 023
4121 013 197 017
4122 007 197 013
4123 004 197 010
4124 002 197 008
4125 001 197 006
4126 000 197 005
4127 000 197 004
4128 000 197 003
4129 000 197 003
4130 001 197 002
4131 002 197 002
4132 004 197 001
4133 008 197 001
4134 013 195 000
4135 019 193 000
4136 028 191 000
4137 038 187 000
4138 049 182 000
4139 060 176 000
4140 070 169 000
4141 080 161 000
4142 088 151 000
4143 095 139 000
4144 099 126 000
4145 103 112 000
4146 106 098 000
4147 107 083 000
4148 107 068 000
4149 107 054 000
4150 105 042 000
4151 101 031 000
4152 096 022 000
4153 088 014 000
4154 078 008 000
4155 066 004 000
4156 052 001 000
4157 038 000 000
4158 026 000 000
4159 017 000 000
4160 011 000 000
4161 007 000 000
4162 007 000 000
4163 009 000 000
4164 014 000 000
4165 020 000 000
4166 029 000 000
4167 039 000 000
4168 052 000 000
4169 067 000 000
4170 084 000 000
4171 101 000 000
4172 118 000 000
4173 136 000 000
4174 153 000 000
4175 167 000 000
4176 180 000 000
4177 191 000 000
4178 196 000 000
4179 196 000 000
4180 196 000 000
4181 196 000 000
4182 196 000 000
4183 197 000 000
4184 197 000 000
4185 196 000 000
4186 196 000 000
4187 196 000 000
4188 197 000 000
4189 196 000 000
4190 197 000 000
4191 194 000 000
4192 183 000 000
4193 171 000 000
4194 159 000 000
4195 146 000 000
4196 136 000 000
4197 128 000 000
4198 122 000 000
4199 119 000 000
4200 117 000 000
4201 116 000 000
4202 115 000 000
4203 115 000 000
4204 115 000 000
4205 116 000 000
4206 120 000 000
4207 127 000 002
4208 136 000 006
4209 149 000 011
4210 163 000 018
4211 177 000 026
4212 190 000 036
4213 197 000 047
4214 197 000 059
4215 196 000 072
4216 197 000 086
4217 197 000 099
4218 197 000 112
4219 197 000 124
4220 197 000 135
4221 197 000 146
4222 197 000 156
4223 197 000 165
4224 194 000 172
4225 186 000 178
4226 176 000 183
4227 166 000 188
4228 156 000 192
4229 147 000 194
4230 139 000 196
4231 132 000 196
4232 126 000 196
4233 121 000 196
4234 118 000 196
4235 116 000 196
4236 114 000 196
4237 113 000 196
4238 113 000 196
4239 112 000 196
4240 112 000 196
4241 112 000 196
4242 113 000 196
4243 114 000 196
4244 117 000 196
4245 123 000 196
4246 133 000 196
4247 146 000 196
4248 161 001 196
4249 177 002 196
4250 192 004 196
4251 197 006 196
4252 197 009 196
4253 197 015 196
4254 197 024 196
4255 197 034 196
4256 197 048 197
4257 197 063 197
4258 197 080 196
4259 197 099 196
4260 194 117 197
4261 182 135 197
4262 168 150 197
4263 155 163 197
4264 144 174 197
4265 134 182 197
4266 127 188 197
4267 122 193 197
4268 119 196 197
4269 118 197 197
4270 117 197 197
4271 117 197 197
4272 117 197 197
4273 117 197 197
4274 117 197 197
4275 117 197 197
4276 117 197 197
4277 118 197 197
4278 120 197 197
4279 124 197 197
4280 129 197 197
4281 137 197 197
4282 148 198 197
4283 160 198 197
4284 170 197 197
4285 178 197 197
4286 182 197 197
4287 181 197 197
4288 175 197 197
4289 165 197 197
4290 154 197 197
4291 143 197 197
4292 131 197 197
4293 120 197 197
4294 107 197 197
4295 094 197 197
4296 079 197 197
4297 064 197 197
4298 048 196 197
4299 033 197 197
4300 022 197 197
4301 014 197 197
4302 008 197 197
4303 004 197 197
4304 002 197 197
4305 001 197 197
4306 000 197 197
4307 000 195 197
4308 000 192 197
4309 000 187 197
4310 001 181 197
4311 002 173 197
4312 005 164 197
4313 010 155 197
4314 016 144 197
4315 025 131 197
4316 036 118 197
4317 046 104 197
4318 057 091 197
4319 068 078 197
4320 078 065 196
4321 087 054 196
4322 095 044 196
4323 101 035 196
4324 106 027 196
4325 109 021 196
4326 112 014 196
4327 113 009 196
4328 113 006 196
4329 112 003 196
4330 109 002 196
4331 105 001 196
4332 098 000 196
4333 088 000 196
4334 075 000 196
4335 061 000 196
4336 046 000 196
4337 033 000 196
4338 022 000 196
4339 014 000 196
4340 008 000 196
4341 006 000 196
4342 006 000 196
4343 009 000 196
4344 015 000 196
4345 022 000 196
4346 032 000 196
4347 044 000 196
4348 058 000 196
4349 075 000 196
4350 096 000 196
4351 117 000 196
4352 139 000 196
4353 160 000 196
4354 178 000 196
4355 193 000 196
4356 197 000 196
4357 197 000 196
4358 197 000 196
