Tick PD1 PD2 PD3
0736 109 000 008
0737 110 000 006
0738 111 000 004
0739 115 000 004
0740 121 000 003
0741 130 000 002
0742 142 000 001
0743 157 001 001
0744 172 002 001
0745 186 003 000
0746 196 006 000
0747 196 011 000
0748 196 018 000
0749 196 028 000
0750 196 041 000
0751 196 056 000
0752 196 073 000
0753 196 090 000
0754 194 107 000
0755 178 123 001
0756 157 136 001
0757 136 149 001
0758 115 160 002
0759 095 170 002
0760 077 178 003
0761 061 184 003
0762 048 189 004
0763 037 193 005
0764 028 196 006
0765 021 197 008
0766 015 197 010
0767 011 197 013
0768 008 197 016
0769 006 197 019
0770 005 197 024
0771 004 197 029
0772 003 197 035
0773 003 197 042
0774 003 197 050
0775 003 197 059
0776 004 197 069
0777 008 197 081
0778 013 197 093
0779 021 197 105
0780 032 197 117
0781 045 197 129
0782 060 197 142
0783 074 197 154
0784 089 197 165
0785 100 197 174
0786 108 197 183
0787 114 197 191
0788 116 197 197
0789 117 197 197
0790 115 197 197
0791 111 197 197
0792 105 197 197
0793 097 197 197
0794 085 197 197
0795 072 197 197
0796 058 197 197
0797 044 197 197
0798 032 197 197
0799 022 197 197
0800 014 197 197
0801 009 197 197
0802 005 197 197
0803 003 197 197
0804 002 197 197
0805 002 197 197
0806 001 197 197
0807 001 197 197
0808 001 197 197
0809 001 197 197
0810 002 197 197
0811 003 197 197
0812 006 197 197
0813 009 197 197
0814 014 197 197
0815 020 197 197
0816 028 197 197
0817 037 197 197
0818 048 197 197
0819 061 197 197
0820 073 197 197
0821 084 197 197
0822 094 197 197
0823 102 197 197
0824 109 197 197
0825 113 197 197
0826 115 197 197
0827 116 197 195
0828 115 197 187
0829 113 197 178
0830 109 197 168
0831 103 197 155
0832 094 197 142
0833 083 197 128
0834 070 197 114
0835 057 197 100
0836 043 197 087
0837 031 197 074
0838 021 197 062
0839 014 197 052
0840 008 197 043
0841 004 197 036
0842 002 197 029
0843 001 197 024
0844 001 197 019
0845 001 197 016
0846 001 197 013
0847 001 197 010
0848 001 197 008
0849 003 197 007
0850 005 197 006
0851 010 197 005
0852 016 197 004
0853 023 197 004
0854 031 197 003
0855 041 197 003
0856 050 197 003
0857 060 197 002
0858 069 197 002
0859 080 197 002
0860 089 197 002
0861 097 197 001
0862 103 197 001
0863 108 197 001
0864 112 197 001
0865 115 197 001
0866 117 197 001
0867 118 197 001
0868 118 197 001
0869 116 197 001
0870 113 197 001
0871 109 197 001
0872 103 197 001
0873 095 197 001
0874 085 197 001
0875 074 197 002
0876 062 197 002
0877 051 197 002
0878 040 197 003
0879 030 197 003
0880 022 197 004
0881 016 197 005
0882 012 197 006
0883 010 197 008
0884 009 197 011
0885 011 197 014
0886 013 197 018
0887 017 197 022
0888 021 197 028
0889 026 197 034
0890 033 197 041
0891 040 197 049
0892 050 197 058
0893 061 197 068
0894 076 197 078
0895 092 197 090
0896 108 197 101
0897 126 197 113
0898 144 197 125
0899 161 197 138
0900 176 197 149
0901 190 198 161
0902 197 198 171
0903 197 197 179
0904 197 197 187
0905 197 197 194
0906 197 198 197
0907 197 198 197
0908 197 197 197
0909 197 197 197
0910 197 197 197
0911 197 197 197
0912 197 197 197
0913 187 198 197
0914 176 197 197
0915 164 197 197
0916 152 197 197
0917 141 197 197
0918 131 197 197
0919 123 197 197
0920 117 197 197
0921 112 197 197
0922 108 197 197
0923 106 197 197
0924 105 197 197
0925 104 197 197
0926 104 197 197
0927 103 197 197
0928 103 197 197
0929 103 197 197
0930 103 197 197
0931 104 197 197
0932 105 197 197
0933 107 197 197
0934 110 197 197
0935 115 197 197
0936 121 196 197
0937 129 193 197
0938 139 187 197
0939 150 180 197
0940 161 172 197
0941 172 161 197
0942 183 147 197
0943 193 132 197
0944 197 115 197
0945 197 098 197
0946 197 081 197
0947 197 064 197
0948 197 049 194
0949 197 036 186
0950 197 026 177
0951 197 017 166
0952 197 011 154
0953 192 006 141
0954 181 003 128
0955 168 001 114
0956 154 000 101
0957 141 000 088
0958 129 000 076
0959 119 000 064
0960 111 000 054
0961 106 000 045
0962 101 000 037
0963 099 000 030
0964 098 000 024
0965 097 000 019
0966 097 000 015
0967 096 000 012
0968 096 000 009
0969 097 000 007
0970 098 000 006
0971 100 000 005
0972 104 000 004
0973 108 000 003
0974 114 000 002
0975 122 000 002
0976 130 000 001
0977 139 000 001
0978 148 000 001
0979 157 000 000
0980 165 000 000
0981 172 000 000
0982 179 000 000
0983 185 000 000
0984 190 000 000
0985 196 000 000
0986 196 000 000
0987 196 000 000
0988 196 000 000
0989 196 000 000
0990 196 000 000
0991 196 000 000
0992 196 000 000
0993 196 000 000
0994 196 000 000
0995 196 001 000
0996 196 001 000
0997 191 002 000
0998 181 004 000
0999 169 006 000
1000 156 009 000
1001 142 015 000
1002 129 022 000
1003 118 031 000
1004 110 042 000
1005 104 055 000
1006 100 070 000
1007 098 086 000
1008 097 102 000
1009 097 117 000
1010 097 132 000
1011 097 146 000
1012 097 158 000
1013 098 170 000
1014 101 180 000
1015 105 188 000
1016 110 194 000
1017 118 197 000
1018 126 197 000
1019 136 197 000
1020 146 197 000
1021 156 197 000
1022 165 197 000
1023 174 197 000
1024 182 198 000
1025 189 197 000
1026 195 198 000
1027 196 198 000
1028 196 198 000
1029 196 198 000
1030 196 198 000
1031 196 198 000
1032 197 198 000
1033 196 198 000
1034 197 198 000
1035 196 198 000
1036 197 198 000
1037 196 198 000
1038 196 198 000
1039 191 197 000
1040 180 197 000
1041 167 197 000
1042 152 197 000
1043 138 197 000
1044 125 197 000
1045 115 197 000
1046 107 197 000
1047 102 197 000
1048 099 197 000
1049 098 197 000
1050 098 197 000
1051 097 197 000
1052 097 197 000
1053 098 197 000
1054 099 197 000
1055 102 197 000
1056 106 197 000
1057 111 197 000
1058 118 197 000
1059 125 197 000
1060 135 197 000
1061 144 197 000
1062 154 197 000
1063 163 197 001
1064 172 197 002
1065 181 196 003
1066 189 191 005
1067 196 184 008
1068 196 176 011
1069 197 168 015
1070 196 158 020
1071 197 147 025
1072 196 135 031
1073 197 123 037
1074 197 110 045
1075 197 097 053
1076 196 084 061
1077 197 072 071
1078 196 061 081
1079 197 051 091
1080 196 041 101
1081 191 032 112
1082 183 025 122
1083 173 018 132
1084 162 013 143
1085 151 009 152
1086 139 006 162
1087 127 003 170
1088 118 002 178
1089 110 001 184
1090 105 000 189
1091 101 000 194
1092 100 000 196
1093 099 000 196
1094 099 000 196
1095 099 000 196
1096 099 000 196
1097 100 000 196
1098 103 000 196
1099 108 000 196
1100 114 000 196
1101 123 000 196
1102 133 000 196
1103 146 000 196
1104 159 000 196
1105 172 000 196
1106 184 000 196
1107 195 000 196
1108 197 000 196
1109 197 000 196
1110 197 000 196
1111 197 000 196
1112 197 000 196
1113 197 000 196
1114 197 000 196
1115 197 000 196
1116 197 000 196
1117 197 000 196
1118 197 000 196
1119 197 000 196
1120 197 000 196
1121 194 001 196
1122 186 001 196
1123 177 002 196
1124 168 002 196
1125 158 003 196
1126 148 004 196
1127 138 006 196
1128 129 008 196
1129 121 011 196
1130 114 016 196
1131 109 023 196
1132 105 031 196
1133 103 041 196
1134 102 053 197
1135 102 067 197
1136 101 083 197
1137 102 100 197
1138 102 118 197
1139 104 135 197
1140 107 152 197
1141 114 168 197
1142 125 180 197
1143 138 192 197
1144 155 197 197
1145 171 197 197
1146 185 197 197
1147 197 198 197
1148 197 198 197
1149 197 197 197
1150 197 197 197
1151 197 197 197
1152 197 198 197
1153 197 197 197
1154 197 197 197
1155 197 197 197
1156 197 197 197
1157 196 197 197
1158 186 197 197
1159 175 197 197
1160 163 198 197
1161 152 197 197
1162 141 197 197
1163 131 197 197
1164 123 197 197
1165 117 197 197
1166 113 197 197
1167 110 197 197
1168 107 197 197
1169 106 197 197
1170 106 197 197
1171 105 197 197
1172 105 197 197
1173 105 197 197
1174 105 197 197
1175 106 197 197
1176 106 197 197
1177 107 197 197
1178 108 197 197
1179 109 197 197
1180 112 197 197
1181 116 197 197
1182 121 197 197
1183 127 197 197
1184 135 198 197
1185 145 197 197
1186 156 197 197
1187 168 197 197
1188 180 197 197
1189 190 197 197
1190 197 197 197
1191 197 196 197
1192 197 187 197
1193 197 176 197
1194 197 162 197
1195 197 144 197
1196 197 124 197
1197 197 103 196
1198 197 083 197
1199 197 066 197
1200 190 050 197
1201 176 037 196
1202 162 026 196
1203 148 018 196
1204 136 012 196
1205 127 007 196
1206 121 004 196
1207 116 003 196
1208 113 002 196
1209 112 001 196
1210 111 000 196
1211 111 000 196
1212 111 000 196
1213 111 000 196
1214 111 000 196
1215 112 000 196
1216 113 000 196
1217 116 000 196
1218 120 000 196
1219 124 000 196
1220 129 000 196
1221 135 000 196
1222 142 000 196
1223 150 000 196
1224 157 000 196
1225 163 000 196
1226 168 000 196
1227 170 000 196
1228 170 000 196
1229 167 000 196
1230 161 000 196
1231 155 000 196
1232 146 000 196
1233 137 000 196
1234 129 000 196
1235 120 000 196
1236 111 000 196
1237 102 000 196
1238 091 000 196
1239 078 000 196
1240 064 000 196
1241 049 000 191
1242 035 000 184
1243 023 000 175
1244 015 000 165
1245 008 000 153
1246 004 000 141
1247 003 000 128
1248 002 000 115
1249 001 000 103
1250 000 000 091
1251 000 000 081
1252 001 000 071
1253 001 000 061
1254 003 000 052
1255 007 000 043
1256 012 000 035
1257 018 000 028
1258 025 000 022
1259 034 000 016
1260 045 000 012
1261 056 000 008
1262 067 000 006
1263 078 000 004
1264 086 000 002
1265 093 000 001
1266 099 000 000
1267 103 000 000
1268 106 000 000
1269 107 000 000
1270 108 000 000
1271 107 000 000
1272 106 000 000
1273 103 000 000
1274 098 000 000
1275 092 000 000
1276 084 000 000
1277 073 000 000
1278 061 000 000
1279 048 000 000
1280 035 000 000
1281 024 000 000
1282 016 000 000
1283 010 000 000
1284 007 000 000
1285 007 000 000
1286 010 000 000
1287 014 000 000
1288 021 000 000
1289 030 000 000
1290 041 000 000
1291 054 000 000
1292 068 000 000
1293 085 000 000
1294 104 000 000
1295 122 000 000
1296 142 000 000
1297 160 000 000
1298 175 000 000
1299 188 000 000
1300 196 000 000
1301 196 000 000
1302 196 000 000
1303 196 000 000
1304 196 000 000
1305 196 000 000
1306 196 000 000
1307 196 000 000
1308 196 000 000
1309 196 000 000
1310 196 000 000
1311 196 000 000
1312 196 000 000
1313 188 000 000
1314 177 000 000
1315 166 000 000
1316 155 000 000
1317 144 000 000
1318 136 000 000
1319 129 000 000
1320 123 000 000
1321 120 000 000
1322 118 000 000
1323 117 000 000
1324 116 000 000
1325 115 000 000
1326 116 000 000
1327 116 000 000
1328 117 000 000
1329 121 000 000
1330 128 000 000
1331 138 000 000
1332 151 000 000
1333 165 000 000
1334 181 000 000
1335 194 000 000
1336 196 000 000
1337 196 000 000
1338 196 000 000
1339 196 000 000
1340 196 000 000
1341 196 000 000
1342 196 000 000
1343 196 000 000
1344 196 000 000
1345 196 000 000
1346 185 000 000
1347 173 000 000
1348 160 000 000
1349 148 000 000
1350 138 000 000
1351 129 000 000
1352 123 000 000
1353 118 000 000
1354 116 000 000
1355 114 000 000
1356 113 000 000
1357 113 000 000
1358 112 000 000
1359 112 000 000
1360 112 000 000
1361 112 000 000
1362 112 000 000
1363 113 000 000
1364 114 000 000
1365 117 000 000
1366 121 000 000
1367 127 000 000
1368 135 000 000
1369 144 000 000
1370 156 000 000
1371 169 000 000
1372 183 000 000
1373 195 000 000
1374 196 000 000
1375 196 000 000
1376 196 000 000
1377 196 000 000
1378 196 000 000
1379 196 000 000
1380 197 000 000
1381 196 000 000
1382 196 000 000
1383 187 000 000
1384 172 000 000
1385 157 000 000
1386 144 000 000
1387 134 000 000
1388 127 000 000
1389 121 000 000
1390 119 000 000
1391 117 000 000
1392 117 000 000
1393 116 000 000
1394 116 000 000
1395 116 000 001
1396 117 000 003
1397 117 000 005
1398 118 000 008
1399 119 000 012
1400 122 000 017
1401 126 000 022
1402 131 000 028
1403 138 000 035
1404 146 000 043
1405 156 000 051
1406 166 000 062
1407 175 000 073
1408 180 000 086
1409 182 000 099
1410 180 000 113
1411 174 000 127
1412 166 000 141
1413 155 001 154
1414 143 003 165
1415 131 006 175
1416 119 011 184
1417 106 019 191
1418 091 031 196
1419 074 044 196
1420 058 059 197
1421 042 078 197
1422 028 097 197
1423 018 116 197
1424 010 134 197
1425 005 151 197
1426 002 165 197
1427 001 176 197
1428 001 184 197
1429 000 189 197
1430 000 193 197
1431 000 197 197
1432 001 197 197
1433 002 197 197
1434 005 197 197
1435 009 197 197
1436 015 197 197
1437 022 197 197
1438 030 197 197
1439 041 197 197
1440 051 197 197
1441 062 197 197
1442 073 197 197
1443 083 197 197
1444 091 197 197
1445 098 197 197
1446 103 197 197
1447 107 197 197
1448 110 197 197
1449 112 197 197
1450 113 197 197
1451 113 197 197
1452 112 197 197
1453 109 197 197
1454 104 197 197
1455 098 197 197
1456 088 197 197
1457 076 197 197
1458 061 197 197
1459 046 197 197
1460 032 197 197
1461 021 197 197
1462 013 197 197
1463 007 197 197
1464 006 197 197
1465 007 197 197
1466 011 197 197
1467 017 197 197
1468 025 197 197
1469 035 197 197
1470 046 197 197
1471 058 197 197
1472 073 197 197
1473 091 197 197
1474 109 197 197
1475 129 197 197
1476 148 197 197
1477 167 197 197
1478 184 197 197
1479 197 197 197
1480 197 198 197
1481 197 197 197
1482 197 197 197
1483 197 197 197
1484 197 197 197
1485 197 197 197
1486 197 197 197
1487 197 196 197
1488 197 196 197
1489 197 196 197
1490 197 196 197
1491 192 196 197
1492 180 196 197
1493 168 195 197
1494 157 195 197
1495 148 195 197
1496 141 195 197
1497 136 195 197
1498 130 195 197
1499 126 194 197
1500 123 194 197
1501 122 194 197
1502 120 194 197
1503 120 194 197
1504 119 194 197
1505 119 194 195
1506 119 194 190
1507 120 194 184
1508 121 194 176
1509 123 194 168
1510 129 194 157
1511 136 194 144
1512 146 194 130
1513 158 194 116
1514 174 194 101
1515 190 195 085
1516 197 195 070
1517 197 195 056
1518 197 195 043
1519 196 195 032
1520 196 195 023
1521 197 195 016
1522 196 195 011
1523 196 195 007
1524 196 195 005
1525 196 195 003
1526 188 195 002
1527 166 195 001
1528 142 195 000
1529 118 195 000
1530 095 195 000
1531 075 195 000
1532 058 195 000
1533 044 195 000
1534 030 195 000
1535 021 196 000
1536 014 196 000
1537 010 196 000
1538 007 196 000
1539 005 196 000
1540 004 196 000
1541 003 196 000
1542 003 196 000
1543 003 197 000
1544 003 196 000
1545 003 196 000
1546 004 197 000
1547 006 196 000
1548 009 196 000
1549 013 196 000
1550 018 196 000
1551 024 196 000
1552 033 196 000
1553 043 196 000
1554 056 196 000
1555 072 197 000
1556 086 197 001
1557 099 197 003
1558 108 197 006
1559 114 197 012
1560 117 197 019
1561 117 197 028
1562 115 197 040
1563 109 197 054
1564 100 197 069
1565 086 197 085
1566 069 197 100
1567 051 197 115
1568 034 197 130
1569 022 197 145
1570 013 197 158
1571 007 197 170
1572 003 197 179
1573 002 197 186
1574 001 197 192
1575 001 197 196
1576 001 197 197
1577 001 197 197
1578 002 197 197
1579 003 197 197
1580 005 197 197
1581 009 197 197
1582 015 197 197
1583 022 196 197
1584 029 195 197
1585 038 193 197
1586 047 192 197
1587 058 189 197
1588 070 187 197
1589 082 183 197
1590 094 179 197
1591 108 173 197
1592 122 167 197
1593 135 159 197
1594 149 150 197
1595 162 138 197
1596 175 124 197
1597 187 109 197
1598 197 093 197
1599 197 077 197
1600 197 062 196
1601 197 048 197
